Lektion 1: Begrüßen und Vorstellen,,,,Lektion 2: Arbeit und Hobbies,,,,Lektion 3: Kommunikationshelfer,,,,Lektion 4: Sätze im Alltag,,,,Lektion 5: Lektion: Bestellen und bezahlen,,,,Lektion 6: Lektion: Reisen und Verkehr,,,,Lektion 7: Kommunikationshelfer 2: Diskursmarker,,,,Lektion 8: Lektion: Hilfe & Notfälle,,,,,Lektion 9: Persönliche Angaben,,,,Lektion 10: Wiederholung,,,,,Lektion 11: Lektion: Smalltalk: Aufenthalt & Pläne,,,,Lektion 12: Lektion: Smalltalk 2: Meinungen & Erfahrungen,,,,Lektion 13: Lektion: Freizeitaktivitäten,,,,Lektion 14: Lektion: Vorlieben und Meinungen,,,,Lektion 15: Lektion: Füllsätze und Floskeln,,,,Lektion 16: Lektion: Verabredungen und Wetter,,,,Lektion 17: Lektion: Termine und Zeitangaben,,,,Lektion 18: Lektion: Telekommunikation,,,,Lektion 19: Lektion: Befinden und Gesundheit,,,,Lektion 20: Lektion: Wohnen und Haushalt,,,,,,Anhang - Referenzlisten,,,,,
Mein Name ist …,My name is …,,,Was studierst du?,What study you?,What do you study?,,,,,,Tab. 4.7: warten und folgen,,,,Mit/ohne Kohlensäure.,With/without carbon-acid.,With/without carbonation.,,Ins Stadtzentrum bitte.,In-the city-center please.,"To the city center, please.",,Ich weiß (es/das) noch nicht.,I know (it/that) still not.,I don't know (it/that) yet.,,Tab. 8.7: um Auskunft bitten: „Gibt es hier …?“,,,,,Ich habe (keine) Geschwister.,I have (no) siblings.,I have (no) siblings.,,,,,,,Tab. 11.6: Grund des Aufenthalts erfragen,,,,"Nein, aber ich möchte gern(e) ins Stadtzentrum fahren.","No, but I [would like] gladly in(to)-the city-center drive.","No, but I would like to go to the city center.",,,,,,Tab. 14.6: Meinung ausdrücken mit „gefallen“,,,,Tab. 15.5: Sätze zur Beruhigung,,,,Können wir das Treffen verschieben?,Can we the meeting postpone?,Can we postpone our meeting?,,Tab. 17.6: Tageszeiten als Adverbien,,,,Tab. 18.8: Informeller Schriftverkehr: Verabschiedung,,,,Tab. 19.8: Beschwerden benennen – „… tut/tun weh.“,,,,Ich habe kein warmes Wasser.,I have no warm water.,I have no hot water.,,,,München,Munich,Ich wohne in München.,,,
Wo lebst du/leben Sie?,Where live you/live You?,,,Was studieren Sie?,What study You?,What do you study?,,,,,,Fragen im Alltag,,,,Mit/ohne Fruchtfleisch.,With/without fruit-meat.,With/without pulp.,,Zum Bahnhof/Flughafen bitte.,To-the train station/airport please.,"To the train station/airport, please.",,Ich erinnere mich nicht daran.,I remind myself not that-at.,I don't remember that.,,,,,,,Ich habe einen Bruder.,I have a brother.,I have a brother.,,,,,,,,,,,Tab. 12.5: über besuchte Orte sprechen,,,,,,,,,,,,Emotionale Bewertung,,,,Ich muss unsere Verabredung leider absagen.,I must our date unfortunately cancel.,I’m afraid I have to cancel our meeting.,,Montags passt mir (nicht) gut.,Mondays suits me (not) good.,Mondays (don’t) work well for me.,,Abkürzungen in Texten und E-Mails,,,,,,,,Es gibt ein Problem mit der Dusche.,It gives a problem with the shower.,There’s a problem with the shower.,,,,Hamburg,Hamburg,Ich wohne in Hamburg.,,,
Ich lebe in …,I live in …,,,Ich bin Student/Studentin.,I am student/female student.,I am a student.,,,,,,,,,,Tab. 5.9: Spezifikationen – Getränkezusätze,,,,Nach Berlin bitte.,Towards Berlin please.,"To Berlin, please.",,Es fällt mir (jetzt) nicht ein.,It falls me (now) not [in].,It doesn't come to mind (right now).,,"Tut mir leid, ich bin nicht von hier.","Does me sorrow, I am not from here.","Sorry, I’m not from here.",,,Ich habe eine Schwester.,I have a sister.,I have a sister.,,,,,,,Ich mache Urlaub hier.,I make vacation here.,I am on vacation here.,,,,,,,,,,Wie schmeckt dir/Ihnen das Essen?,How tastes you/You the food?,How do you like the food?,,,,,,"Tab. 16.6: Treffen zusagen, verschieben und absagen",,,,Dienstags habe ich Zeit.,Tuesdays have I time.,I’m free on Tuesdays.,,,,,,Ich habe eine Erkältung.,I have a cold.,I have a cold.,,Tab. 20.6: Probleme im Haushalt melden,,,,,,Köln,Cologne,Ich wohne in Köln.,,,
Tab. 1.5: Vorstellung – Alternative,,,,Ich studiere …,I study …,I study …,,,,,,Wie kann ich dir/Ihnen helfen?,How can I you/You help?,How can I help you?,,,,,,Tab. 6.6: Ziel angeben,,,,Es kommt darauf an.,It [arrives] that-on [-].,It depends.,,"Tut mir leid, das weiß ich nicht.","Does me sorrow, that know I not.","Sorry, I don’t know that.",,,Ich habe zwei Brüder und zwei Schwestern.,I have two brothers and two sisters.,I have two brothers and two sisters.,,,,,,,Ich arbeite/studiere hier.,I work/study here.,I work/study here.,,,,,,,,,,Wie schmeckt es dir/Ihnen?,How tastes it you/You?,How do you like it?,,Zum Glück.,To-the luck.,Luckily.,,Über das Wetter sprechen,,,,Mittwochs auch.,Wednesdays also.,Wednesdays too.,,z. B. (zum Beispiel),for example,"Ich mag Sport, z. B. Basketball.",,Ich habe eine Grippe.,I have a flu.,I have the flu.,,Besuch empfangen,,,,,,Wien,Vienna,Ich wohne in Wien.,,,
Sprachbausteine: Dialog,,,,Tab. 2.7: Studium – informell und formell,,,,,,,,Was kann ich für dich/Sie tun?,What can I for you/You do?,What can I do for you?,,Ein stilles Wasser bitte.,A still water please.,"A still water, please.",,Um Auskunft bitten,,,,Tab. 7.6: Unwissenheit ausdrücken – Alternativen,,,,Tab. 8.8: keine Auskunft,,,,,Tab. 9.7: Geschwister,,,,,,,,,Ich bin hier für ein Praktikum.,I am here for an internship.,I am here for an internship.,,,,,,,,,,Es ist/war sehr lecker.,It is/was very delicious.,It is/was very delicious.,,Gott sei Dank.,God [let be] thanks.,Thank God.,,,,,,Donnerstags habe ich frei/arbeite ich.,Thursdays have I free/work I.,I’m off/work on Thursdays.,,usw. (und so weiter),and so on,"Ich habe alle meine Sachen verloren: mein Handy, meine Tasche, meinen Reisepass usw.",,Ich habe Fieber.,I have fever.,I have a fever.,,,,,,,,Salzburg,Salzburg,Ich wohne in Salzburg.,,,
"(Es) freut mich, dich/Sie kennenzulernen.","(It) pleases me, you/You know-to-learn.",Nice to meet you.,,Verneinung: „arbeiten“ und „studieren“,,,,,,,,Ist alles gut bei dir/Ihnen?,Is all good by you/You?,Is everything okay with you?,,(Ein) Leitungswasser bitte.,(A) Conduit-water please.,"Tap water, please.",,,,,,Bestätigungsfrage,,,,,,,,,,,,,,,,,,Ich bin auf Geschäftsreise.,I am on business-journey.,I am on a business trip.,,,,,,,,,,Es ist/war sehr gut.,It is/was very good.,It is/was very good.,,Leider.,Unfortunately.,Unfortunately.,,Wie ist/wird das Wetter?,How is/will the weather (be)?,What is/will the weather be like?,,Ich kann freitags kommen.,I can Fridays come.,I can come on Fridays.,,etc. (et cetera),et cetera,"Ich fahre gerne mit dem Bus, mit dem Zug etc.",,Ich habe Husten.,I have cough.,I have a cough.,,Komm rein!,Come [here]-in!,Come in!,,,,Zürich,Zurich,Ich wohne in Zürich.,,,
Ich muss jetzt gehen.,I must now go.,I have to go now.,,,,,,,,,,Tab. 4.8: Hilfe anbieten,,,,Ein Mineralwasser bitte.,A mineral-water please.,"A soda water, please.",,Auf welchem Gleis fährt der Zug?,On which rail drives the train?,On which platform does the train depart?,,,,,,Kein Problem.,No problem.,No problem.,,,Hast du Haustiere?,Have you house-animals?,Do you have pets?,,,,,,,Ich besuche Freunde/Familie hier.,I visit friends/family here.,I am visiting friends/family here.,,,,,,,,,,Das Essen schmeckt sehr gut.,The food tastes very good.,The food tastes very good.,,(Das ist) schade.,(That is) [pity].,(That's a) pity.,,Es ist/wird …,It is/will (be) …,It is/will be...,,Samstags passt es mir.,Saturdays suits it me.,Saturdays work for me.,,inkl. (inklusive),including,Preise sind inkl. Getränke.,,Ich habe Schnupfen.,I have [runny nose].,I have a runny nose.,,Kommen Sie rein!,Come You [here]-in!,Come in!,,,,Bern,Bern,Ich wohne in Bern.,,,
Ich muss jetzt leider los.,I must now unfortunately [off].,"I have to go now, unfortunately.",,Ich arbeite nicht.,I work not.,I don't work.,,,,,,,,,,Tab. 5.10: Wasserarten,,,,Gibt es hier in der Nähe eine U-Bahn-Station?,Gives it here in the proximity a metro-station?,Is there a metro station nearby?,,"Ich kann mit Karte zahlen, ja?","I can with card pay, yes?","I can pay by card, right?",,Danke trotzdem.,Thanks despite-that.,Thanks anyway.,,,Haben Sie Haustiere?,Have You house-animals?,Do you have pets?,,,,,,,Ich möchte mein Deutsch verbessern.,I [would like] my German improve.,I’d like to improve my German.,,,,,,,,,,Das Essen schmeckt nicht so gut.,The food tastes not so good.,The food doesn’t taste that good.,,Tab. 15.6: Emotionale Bewertung,,,,… kalt.,… cold.,… cold.,,Sonntags passt es mir am Nachmittag.,Sundays suits it me at-the after-noon.,Sunday works for me in the afternoon.,,exkl. (exklusive),excluding,Preise sind exkl. Getränke.,,Tab. 19.9: Krankheiten und Symptome benennen,,,,Fühl dich wie zu Hause.,Feel yourself how to home.,Make yourself at home.,,,,Basel,Basel,Ich wohne in Basel.,,,
Tab. 1.8: Ergänzung zum Dialog,,,,Ich studiere nicht.,I study not.,I don't study.,,,,,,Kannst du mir helfen?,Can you me help?,Can you help me?,,,,,,Ist das weit von hier?,Is that far from here?,Is that far from here?,,"Sie sind auch nicht von hier, oder?","You are also not from here, or?","You're not from around here either, are you?",,Tab. 8.9: auf keine Auskunft reagieren,,,,,Ich habe (keine) Haustiere.,I have (no) house-animals.,I have (no) pets.,,,,,,,Ich möchte in Deutschland leben.,I [would like] in Germany live.,I’d like to live in Germany.,,,,,,,,,,Tab. 14.7: Meinung ausdrücken mit „schmecken“,,,,Gleichgültigkeit ausdrücken,,,,… warm.,… warm.,… warm.,,Tab. 17.7: Wochentage als Adverbien,,,,bzgl. (bezüglich),regarding,Ich schreibe Ihnen bzgl. der Fahrkarten.,,,,,,Fühlen Sie sich wie zu Hause.,Feel You yourself how to home.,Make yourself at home.,,,,Genf,Geneva,Ich wohne in Genf.,,,
,,,,Tab. 2.8: Verneinung: „arbeiten“ und „studieren“,,,,,,,,Könnten Sie mir helfen?,Could You me help?,Could you help me?,,Ein großes/kleines Bier bitte.,A big/small beer please.,"A large/small beer, please.",,Wie komme ich am besten dorthin?,How come I at-the best there-[to]?,What is the best way to get there?,,Tab. 7.7: Bestätigungsfragen,,,,Technische Anliegen: Ladegerät und Telefon,,,,,Ich habe einen Hund/zwei Hunde.,I have a dog/two dogs.,I have a dog/two dogs.,,,,,,,Tab. 11.7: Grund des Aufenthalts angeben,,,,,,,,,,,,Gefallen und Zufriedenheit ausdrücken,,,,,,,,… heiß.,… hot.,… hot.,,Uhrzeiten,,,,bzw. (beziehungsweise),respectively,Wir haben einen Tisch für zwei bzw. drei Personen reserviert.,,Gute Besserung!,Good bettering!,Get well soon!,,Tab. 20.7: Besuch empfangen,,,,,,,,,,,
,,,,,,,,,,,,Tab. 4.9: um Hilfe bitten,,,,Einen Rotwein/Weißwein bitte.,A red-wine/white-wine please.,"A red/white wine, please.",,Gibt es eine direkte Verbindung dorthin?,Gives it a direct connection there-[to]?,Is there a direct connection to get there?,,Bestätigung und Zustimmung,,,,,,,,,Ich habe eine Katze/zwei Katzen.,I have a cat/two cats.,I have a cat/two cats.,,,,,,,Begründungen geben,,,,,,,,,,,,,,,,(Es/das ist mir) egal.,(It/that is me) indifferent.,I don't care.,,… sonnig.,… sunny.,… sunny.,,,,,,ca. (circa),approximately,Ich komme um ca. zwölf Uhr an.,,"Ich hoffe, es geht dir/Ihnen bald besser.",,,,,,,,,,Ref. 3: Städtenamen,,,,,
,,,,Ich habe (noch/momentan) keinen Job.,I have (still/momentary) no job.,I don't have a job (yet/currently).,,,,,,Allgemeine Orientierung und Wegbeschreibung,,,,Tab. 5.11: Alkoholische Getränke,,,,Tab. 6.7: um Auskunft bitten,,,,,,,,Hast du (vielleicht) ein Ladegerät für mich?,Have you (maybe) a load-device for me?,Do you have a charger for me?,,,Tab. 9.8: Haustiere,,,,,,,,,,,,,,,,,,,,,Der Film/das Lied/das Buch/das Essen ist/war …,The film/the song/the book/the food is/was …,The movie/the song/the book/the food is/was …,,(Es/das ist mir) Wurscht. ,(It/that is me) sausage.,I don't care.,,… regnerisch.,… rainy.,… rainy.,,Wie spät ist es?,How late is it?,What time is it?,,evtl. (eventuell),possibly,Ich komme evtl. schon nächste Woche.,,Ruh dich aus und erhol dich gut.,Rest yourself out and recover yourself good.,Get rest and recover well.,,Willst du etwas trinken?,Want you something drink?,Do you want something to drink?,,,,,,,,,
,,,,Ich suche Arbeit.,I seek work.,I am looking for work.,,,,,,,,,,Im Restaurant: Bezahlen,,,,,,,,Genau.,Exact.,Exactly.,,Hätten Sie (vielleicht) ein Ladegerät für mich?,[Would have] You (maybe) a load-device for me?,Would you happen to have a charger for me?,,,,,,,,,,,,Warum bist du hier?,Why are you here?,Why are you here?,,,,,,,,,,Die Filme/die Lieder/die Bücher/die Getränke sind/waren …,The films/the songs/the books/the beverages are/were …,The movies/the songs/the books/the beverages are/were …,,Tab. 15.7: Gleichgültigkeit ausdrücken,,,,Tab. 16.7: über das Wetter sprechen,,,,Es ist …,It is …,It is …,,Tab. 18.9: Abkürzungen in der geschriebenen Sprache,,,,Ruhen Sie sich aus und erholen Sie sich gut.,Rest You yourself out and recover You yourself good.,Get rest and recover well.,,Wollen Sie etwas trinken?,Want You something drink?,Do you want something to drink?,,,,,,,,,
,,,,Tab. 2.9: Berufliche Situation – Alternativen,,,,,,,,Wo ist/sind …?,Where is/are …?,Where is/are …?,,,,,,Du musst die U-Bahn nehmen.,You must the metro take.,You have to take the metro.,,Korrekt.,Correct.,Correct.,,Kann ich mein Handy hier laden?,Can I my phone here load?,Can I charge my phone here?,,,,,,,,,,,,Warum sind Sie hier?,Why are You here?,Why are you here?,,,,,,,,,,Tab. 14.8: Gefallen ausdrücken,,,,,,,,,,,,Tab. 17.8: Uhrzeit erfragen und angeben,,,,,,,,Tab. 19.10: Genesungswünsche,,,,Hast du Hunger?,Have you hunger?,Are you hungry?,,,,Berufsbezeichnungen / Job Titles,,,,,
,,,,Gegenfragen,,,,,,,,Wo finde ich …?,Where find I …?,Where do I find …?,,Die Rechnung bitte.,The calculation please.,"The bill, please.",,Sie müssen die U-Bahn nehmen.,You must the metro take.,You have to take the metro.,,Richtig.,Right.,Right.,,Gibt es hier eine Steckdose?,Gives it here a plug-can?,Is there a power outlet here?,,,,,,,,,,,,"Ich bin in Deutschland, weil ich hier arbeite/studiere.","I am in Germany, because I here work/study.",I am in Germany because I work/study here.,,,,,,,,,,,,,,Egal.,Indifferent.,Never mind. / Doesn't matter.,,Die Sonne scheint/wird scheinen.,The sun shines/will shine.,The sun is shining/will shine.,,,,,,,,,,,,,,Haben Sie Hunger?,Have You hunger?,Are you hungry?,,,,Lehrer/Lehrerin,teacher,Ich bin/arbeite als Lehrer/Lehrerin.,,,
,,,,,,,,,,,,Haben Sie …?,Have You …?,Do you have …?,,Zahlen bitte.,Pay please.,"Can I pay, please?",,Du musst einmal umsteigen.,You must one-time [change].,You have to change once.,,Tab. 7.8: Bestätigung und Zustimmung,,,,Tab. 8.10: Handy aufladen,,,,,,,,,,,,,,"Ich bin hier, weil ich mein Deutsch verbessern möchte.","I am here, because I my German improve [would like].",I am here because I would like to improve my German.,,,,,,,,,,Großartig.,Great.,Great.,,Nicht so wichtig.,Not so important.,Never mind. / It's not that important.,,Es regnet/wird regnen.,It rains/will rain.,It’s raining/will rain.,,Es ist zwölf (Uhr) dreißig (12:30).,It is twelve (clock) thirty (12:30).,It’s twelve thirty (12:30 p.m.).,,,,,,,,,,Tab. 20.8: Besuch bewirten,,,,,,Arzt/Ärztin,doctor,Ich bin/arbeite als Arzt/Ärztin.,,,
,,,,Und du?,And you?,And you?,,,,,,Gibt es hier …?,Gives it here …?,Is/are there … here?,,Zusammen oder getrennt?,Together or separated?,Together or separate?,,Sie müssen einmal umsteigen.,You must one-time [change].,You have to change once.,,Verneinung und Korrektur,,,,,,,,,,,,,,,,,,Tab. 11.8: Grund des Aufenthalts angeben und erfragen – Alternative,,,,,,,,,,,,Fantastisch.,Fantastic.,Fantastic.,,Tab. 15.8: Gleichgültigkeit ausdrücken – Alternativen,,,,Es schneit/wird schneien.,It snows/will snow.,It’s snowing/will snow.,,Es ist ein Uhr eins (01:01).,It is one clock one (01:01).,It’s one past one (1:01 a.m.).,,,,,,,,,,,,,,,,Verkäufer/Verkäuferin,shop assistant,Ich bin/arbeite als Verkäufer/Verkäuferin.,,,
,,,,Und Sie?,And You?,And you?,,,,,,Ich suche …,I seek …,I am looking for …,,Zusammen/getrennt bitte.,Together/separated please.,"Together/separate, please.",,Es gibt (k)eine direkte Verbindung.,It gives (no/a) direct connection.,There is no/a direct connection.,,,,,,Kann ich (vielleicht) dein Telefon benutzen?,Can I maybe your telephone use?,Can I maybe use your phone?,,,,,,,,,,,,,,,,,,,,,,,,Hervorragend.,Outstanding.,Outstanding.,,Allgemeine Floskeln und Redewendungen,,,,Tab. 16.8: Wetterphänomene nennen,,,,Tab. 17.9: Uhrzeit nennen,,,,,,,,,,,,Hier ist das Bad/die Küche/das Schlafzimmer.,Here is the bath(room)/the kitchen/the sleep-room.,Here is the bathroom/kitchen/,,,,Ingenieur/Ingenieurin,engineer,Ich bin/arbeite als Ingenieur/Ingenieurin.,,,
,,,,Tab. 2.10: Gegenfrage – informell und formell,,,,,,,,Wo kann ich … kaufen?,Where can I … buy?,Where can I buy ...?,,In bar oder mit Karte?,In cash or with card?,Cash or card?,,Tab. 6.8: Verbindung und Umstieg,,,,Nicht ganz.,Not whole.,Not fully/quite.,,Könnte ich (vielleicht) Ihr Telefon benutzen?,Could I maybe Your telephone use?,Could I maybe use your phone?,,,,,,,,,,,,Weil ich hier arbeite/studiere.,Because I here work/study.,Because I work/study here.,,,,,,,,,,Klasse.,Class.,Terrific.,,,,,,,,,,,,,,,,,,,,,,,,bedroom.,,,,Anwalt/Anwältin,lawyer,Ich bin/arbeite als Anwalt/Anwältin.,,,
,,,,Baba.,Bye-bye.,Bye-bye.,,,,,,Tab. 4.10: Orientierung und Verfügbarkeit,,,,Mit Karte bitte.,With card please.,"Card, please.",,"Abfahrt, Ankunft und Verspätung",,,,Nicht direkt.,Not direct.,Not directly/exactly.,,Tab. 8.11: Telefon benutzen,,,,,,,,,,,,,,Weil ich mein Deutsch verbessern möchte.,Because I my German improve [would like].,Because I would like to improve my German.,,,,,,,,,,Exzellent.,Excellent.,Excellent.,,Früher oder später.,Earlier or later.,Sooner or later.,,Wie viel Grad sind es/werden es (sein)?,How many degree are it/will it (be)?,How many degrees is/will it be?,,Es ist vierzehn Uhr (14:00).,It is four-ten clock (14:00).,It’s two PM (2:00 p.m.).,,,,,,,,,,Die Toilette ist im Badezimmer.,The toilet is in-the bath-room.,The toilet is in the bathroom.,,,,Kellner/Kellnerin,waiter/waitress,Ich bin/arbeite als Kellner/Kellnerin.,,,
,,,,Mach's gut.,Make'it good.,Take care.,,,,,,,,,,In bar bitte.,In cash please.,"Cash, please.",,,,,,Tab. 7.9: Verneinung und Korrektur,,,,,,,,,,,,,,,,,,Tab. 11.9: Grund des Aufenthalts – verkürzt,,,,,,,,,,,,Tab. 14.9: Gefallen ausdrücken mit Adjektiven ,,,,Besser spät als nie.,Better late than never.,Better late than never.,,Es sind/werden … Grad (sein).,It are/will … degree (be).,It is/will be … degrees.,,Es ist zwei Uhr (14:00).,It is two clock (14:00).,It’s two o’clock (2:00 p.m.).,,,,,,,,,,Tab. 20.9: Wohnungsführung,,,,,,Koch/Köchin,cook,Ich bin/arbeite als Koch/Köchin.,,,
,,,,Bis später.,Until later.,See you later.,,,,,,(Nach) links.,(Towards) left.,(To the) left.,,Das macht … Euro.,That makes … euro.,That’ll be … euros.,,Wann kommt der nächste Zug/Bus?,When comes the next train/bus?,When does the next train/bus arrive?,,,,,,Ich habe keinen Akku mehr.,I have no battery more.,My battery is dead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Langsam, aber sicher.","Slow, but sure.",Slowly but surely.,,Tab. 16.9: Angaben zur Temperatur,,,,Tab. 17.10: Uhrzeit nennen – 24-Stunden-System,,,,,,,,,,,,,,,,,,Mechaniker/Mechanikerin,mechanic,Ich bin/arbeite als Mechaniker/Mechanikerin.,,,
,,,,Bis morgen.,Until tomorrow.,See you tomorrow.,,,,,,(Nach) rechts.,(Towards) right.,(To the) right.,,Tab. 5.12: Bezahlprozess,,,,Wann fährt der nächste Zug/Bus?,When drives the next train/bus?,When does the next train/bus go?,,,,,,Mein Handy ist leer.,My [mobile phone] is empty.,My (mobile) phone is out of battery.,,,,,,,,,,,,,,,,,,,,,,,,Toll.,Great.,Great.,,Schritt für Schritt.,Step for step.,Step by step.,,,,,,,,,,,,,,,,,,,,,,,,Forscher/Forscherin,researcher,Ich bin/arbeite als Forscher/Forscherin.,,,
,,,,Bis bald.,Until soon.,See you soon.,,,,,,Geradeaus.,Straight-out.,Straight ahead.,,,,,,Der Zug/Bus kommt um zwölf Uhr an.,The train/bus [arrives] [at] twelve clock [-].,The train/bus arrives at twelve o’clock.,,,,,,Tab. 8.12: Akku leer,,,,,,,,,,,,,,,,,,,,,,,,,,Mega.,Mega.,Mega.,,"Es ist, wie es ist.","It is, how it is.",It is what it is.,,,,,,Es ist sechs Uhr morgens (06:00).,It is six clock mornings (06:00).,It’s six in the morning (6:00 a.m.).,,,,,,,,,,,,,,,,Professor/Professorin,professor,Ich bin/arbeite als Professor/Professorin.,,,
,,,,Gute Nacht.,Good night.,Good night.,,,,,,Tab. 4.11: Richtungsangaben,,,,Stimmt so.,[Is correct] so.,Keep the change.,,Der Zug/Bus fährt um zwölf Uhr ab.,The train/bus drives [at] twelve clock off.,The train/bus departs at twelve o’clock.,,,,,,Verlust und Diebstahl melden,,,,,,,,,,,,,,,,,,,,,,,,,,Spitze.,Apex.,Top.,,So ist das Leben.,So is the life.,Such is life.,,,,,,Es ist sechs Uhr abends (18:00).,It is six clock evenings (18:00).,It’s six in the evening (6:00 p.m.).,,,,,,,,,,,,,,,,,,,,,
,,,,Bis zum nächsten Mal.,Until to-the next time.,See you next time.,,,,,,,,,,Machen wir/Sie … (Euro) bitte.,Make we/You … (euro) please.,"Round it up to … (euros), please.",,Das Flugzeug startet um zwölf Uhr.,The airplane starts [at] twelve clock.,The plane takes off at twelve o’clock.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cool.,Cool.,Cool.,,Tab. 15.9: Floskeln und Redewendungen,,,,,,,,Tab. 17.11: Uhrzeit mit Tageszeit nennen,,,,,,,,,,,,,,,,,,Ref. 4: Berufsbezeichnungen,,,,,
,,,,Tab. 2.13: Verabschiedungen,,,,,,,,Gleich hier.,[Right] here.,Right here.,,Das ist für Sie.,This is for You.,This is for you.,,Das Flugzeug landet um zwölf Uhr.,The airplane lands [at] twelve clock.,The plane lands at twelve o’clock.,,,,,,Ich finde meine Sachen nicht.,I find my things not.,I can't find my things.,,,,,,,,,,,,,,,,,,,,,,,,Nicht schlecht.,Not bad.,Not bad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Dort drüben.,There [over].,Over there.,,Kann ich auch Trinkgeld (mit der Karte) geben?,Can I also drink-money (with the card) give?,Can I leave a tip (with my card) too?,,Tab. 6.9: Abfahrt und Ankunft,,,,,,,,Ich finde meine Tasche nicht.,I find my bag not.,I can't find my bag.,,,,,,,,,,,,,,,,,,,,,,,,Tab. 14.10: Gefallen ausdrücken mit Adjektiven [ugs.],,,,Schauen wir mal.,Look we once.,Let's see.,,,,,,Um wie viel Uhr?,[At] how much clock?,At what time?,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Da vorne/hinten.,There [in the front]/[in the back].,Up there/back there.,,Tab. 5.13: Trinkgeld geben,,,,,,,,,,,,Ich finde mein Handy nicht.,I find my [mobile phone] not.,I can't find my phone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mal sehen.,Once see.,Let's see.,,,,,,Um dreizehn Uhr (13:00).,[At] three-ten clock (13:00).,At one PM (1:00 p.m.).,,,,,,,,,,,,,,,,Kardinalzahlen / Cardinal Numbers,,,,,
,,,,,,,,,,,,Tab. 4.12: Ortsangaben,,,,,,,,Der Zug/Bus hat Verspätung.,The train/bus has delay.,The train/bus is delayed.,,,,,,Ich finde meinen Geldbeutel nicht.,I find my [wallet] not.,I can't find my wallet.,,,,,,,,,,,,,,,,,,,,,,,,Klingt …,Sounds …,Sounds …,,Wir werden sehen.,We will see.,We will see.,,,,,,Um wie viel Uhr bist du/sind Sie hier?,[At] how much clock are you/are You here?,What time will you be here?,,,,,,,,,,,,,,,,eins,1,,,,
,,,,,,,,,,,,Preis,,,,Brauchen/möchten Sie eine Quittung?,Need/[would like] You a receipt.,Do you need/would you like to have a receipt?,,Der Zug/Bus fährt heute nicht.,The bus drives today not.,The bus is not running today.,,,,,,Tab. 8.13: Verlust melden,,,,,,,,,,,,,,,,,,,,,,,,,,Interessant.,Interesting.,Interesting.,,Tab. 15.10: Aktionen einleiten und Aussagen kommentieren,,,,,,,,Ich bin um sechzehn Uhr (16:00) da.,I am [at] six-ten clock (16:00) there.,I’ll be there at four PM (4:00 p.m.).,,,,,,,,,,,,,,,,zwei,2,,,,
,,,,,,,,,,,,,,,,"Ich brauche/möchte keine Quittung, danke.","I need/[would like] no receipt, thanks.","I don’t need/want a receipt, thank you.",,Der Flug ist abgesagt.,The flight is canceled. ,The flight is canceled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spannend.,Exciting.,Exciting.,,,,,,,,,,Tab. 17.12: Zeitpunkt erfragen und angeben,,,,,,,,,,,,,,,,,,drei,3,,,,
,,,,,,,,,,,,Wie viel kostet/kosten …?,How much costs/cost …?,How much does/do … cost?,,Ich brauche/möchte die Quittung bitte.,I need/[would like] the receipt please.,"I need/would like to have the receipt, please.",,Ich habe den Zug/Bus/Flug verpasst.,I have the train/bus/flight missed.,I missed the train/bus/flight.,,,,,,Meine Sachen sind weg.,My things are away.,My things are gone.,,,,,,,,,,,,,,,,,,,,,,,,Lustig.,Funny.,Fun.,,,,,,,,,,Zeiteinheiten,,,,,,,,,,,,,,,,,,vier,4,,,,
,,,,,,,,,,,,Das kostet/die kosten … (Euro).,That costs/they cost … (euro).,That costs/they cost … (euros).,,Tab. 5.14: Quittung,,,,Tab. 6.10: Verspätung und Ausfall,,,,,,,,Meine Tasche ist weg.,My bag is away.,My bag is gone.,,,,,,,,,,,,,,,,,,,,,,,,Komisch.,Weird.,Weird.,,,,,,,,,,,,,,,,,,,,,,,,,,,,fünf,5,,,,
,,,,,,,,,,,,Tab. 4.13: Preis,,,,,,,,,,,,,,,,Mein Handy ist weg.,My [mobile phone] is away.,My phone is gone.,,,,,,,,,,,,,,,,,,,,,,,,Tab. 14.11: Reaktion auf Aussagen und Vorschläge,,,,,,,,,,,,Das dauert nur eine Sekunde.,That lasts only a second. ,It only takes a second.,,,,,,,,,,,,,,,,sechs,6,,,,
,,,,,,,,,,,,Bestätigungen und Zustimmungen,,,,"Bitte, danke.","Please, thanks.","Please, thank you.",,Wann kommst du?,When come you?,When are you coming?,,,,,,Mein Geldbeutel ist weg.,My [wallet] is away.,My wallet is gone.,,,,,,,,,,,,,,,,,,,,,,,,Missfallen und Unzufriedenheit ausdrücken,,,,,,,,,,,,Das dauert nur eine Minute.,That lasts only a minute. ,It only takes a minute.,,,,,,,,,,,,,,,,sieben,7,,,,
